NATIONALITY,COUNTRY_DESCRIPTION,AGE_GROUP,IF_TRAVEL_ALONE,TRAVELLING_WITH,AGE_GROUP1_SIZE (<18),AGE_GROUP2_SIZE (18-24),AGE_GROUP3_SIZE (25-44),AGE_GROUP4_SIZE (45-64),AGE_GROUP5_SIZE (65+),NO_FEMALE,NO_MALE,PURPOSE_CODE,PURPOSE_OTHER,ACTIVITY_MAIN,ACTIVITY_OTHERS,INFO_SOURCE,INFO_SOURCE_OTHERS,INFO_RADIO_TV_WEB,TOUR_ARRANGEMENT,PAC_TRANSPORT_INT,PAC_ACCOMODATION,PAC_FOOD,PAC_TRANSPORT_TZ,PAC_SIGHTSEEING,PAC_GUIDED_TOUR,PAC_INSURANCE,PAC_OTHER_ITEM,PACKAGE_COST,IF_GROUP_PACKAGE,NIGHTS_SPENT,NIGHTS_MAINLAND,NIGHTS_ZANZIBAR,CURRENCY1,CURRENCY2,SPENT_AMOUNT_TZ,ACCOMODATION,ACC_HOTEL,ACC_OTHERS,FOOD_DRINK,TRANS_AIR,TRANS_ROAD,TRANS_WATER,TRANS_RAILWAY,TRANS_RENTAL,COST_TRANSPORT_TZ,EXP_CULT_SERVICE,EXP_SPORT,EXP_SIGHTSEEING,MOUNTAIN_CLIMBING,HUNTING,GATE_FEES,VISA_TAXES,EXP_SHOPPING,EXP_OTHER,EXP_OTHER_DETAIL,IF_GROUP_BREAKDOWN,PAYMENT_MODE,PAYMENT_MODE_OTHERS,TZ_COST_COMPARISON,IF_FIRST_TRIP_TZ,MOST_IMPRESSING_TZ1,MOST_IMPRESSING_TZ2,MOST_IMPRESSING_TZ3,MOST_IMPRESSING_TZ4,IMPROVEMENT_AREAS1,IMPROVEMENT_AREAS2,IMPROVEMENT_AREAS3,IMPROVEMENT_AREAS4,OTHER1,OTHER2,OTHER3,VERIFICATION_FLAG,TRAVEL_ELSE_AFRICA
CANADIAN,CANADA,65+,NO,With Spouse,0,0,0,0,1,1,1,Leisure and Holidays,,Wildlife tourism,,"Newspaper, magazines,brochures",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"12,000",Yes,0,9,3,USD,USD,500,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,500,0,,Yes,Cash,,,Yes,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)",,,,,,,0,
INDIAN,INDIA,25-44,NO,With Other Friends/Relatives,0,0,1,0,0,0,2,Visiting Friends and Relatives,,Beach tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,7,1,,USD,200,,0,0,20,0,0,70,0,0,,0,0,0,50,0,0,30,60,0,,No,Cash,,,Yes,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
AMERICAN,UNITED STATES OF AMERICA,1Others (please specify)-24,YES,,0,0,0,0,0,1,0,Visiting Friends and Relatives,,Beach tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,Yes,0,69,0,AFA,USD,"2,450",,0,Others (please specify)00,700,450,0,0,0,0,,0,0,0,0,0,0,200,"1,300",0,,No,Cash,,,Yes,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...)",,,,,,,0,
AMERICAN,UNITED STATES OF AMERICA,25-44,NO,With Other Friends/Relatives,0,1,0,0,0,0,2,Business,,Hunting tourism,BUSINESS,"Travel, agent, tour operator",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,2,0,,USD,400,,300,0,70,0,0,0,0,0,,0,0,0,0,0,0,0,30,0,,No,Credit Card,,,Yes,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Wider Acceptability of Credit Cards at Tourism Establishments",,,,,,,0,
SOUTH AFRICAN,SOUTH AFRICA,25-44,NO,With Other Friends/Relatives,1,0,0,0,0,2,0,Meetings and Conference,,Cultural tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,4,2,,USD,200,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,50,150,0,,No,Cash,,,No,Good serviceGood service,,,Good serviceGood service," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,,,,,,0,
FRENCH,FRANCE,45-64,NO,With Children,2,0,0,0,0,2,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,No,Yes,No,No,No,,"13,000",Yes,0,5,5,USD,USD,"2,000",,0,0,"1,000",0,0,0,0,0,,0,0,0,0,0,0,150,0,0,,Yes,Cash,,,Yes,Friendly People,,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
OMANIS,OMAN,25-44,NO,With Spouse,0,0,1,0,0,1,1,Visiting Friends and Relatives,,Hunting tourism,FAMILY VISIT,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,46,0,,TZS,"100,000",,0,"100,000",0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Cash,,,No,Excellent Experience,,,Excellent Experience," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,,,,,0,
SPANISH,SPAIN,25-44,NO,With Spouse,0,0,1,0,0,1,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,"5,000",No,12,6,4,EUR,EUR,700,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Cash,,,Yes,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
GREEK,GREECE,25-44,YES,Alone,0,0,0,0,0,0,1,Visiting Friends and Relatives,,Cultural tourism,,"Radio, TV, Web (please specify)",,INTERNET,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,0,27,,USD,2Others (please specify)00,,"2,000",0,0,250,0,0,0,0,,0,0,0,0,0,0,50,500,0,,Yes,Credit Card,,,Yes, Wildlife,Good serviceGood service,, Wildlife," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
SPANISH,SPAIN,25-44,YES,Alone,0,0,0,0,0,0,1,Leisure and Holidays,,Beach tourism,,Others (please specify),,LONELY PLANET GUIDE BOOK,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,0,5,,EUR,700,,300,0,200,0,0,0,0,0,,0,0,0,0,0,50,50,100,0,,Yes,Cash,,,Yes,No comments,,,No comments," Improve Facilities (Toilets, Water,...) Improve Facilities (Toilets, Water,...)",,,,,,,0,
INDIAN,BANGLADESH,45-64,YES,Alone,0,0,0,0,0,1,0,Meetings and Conference,,Wildlife tourism0,,"Travel, agent, tour operator",,,Package Tour,Yes,No,No,No,No,No,No,,"1,500",No,0,5,0,USD,USD,"1,500",,Others (please specify)00,200,0,0,500,0,0,0,,0,0,0,0,0,0,0,0,0,,No,Credit Card,,,No,Friendly People,Good serviceGood service,,Friendly People," Improve Facilities (Toilets, Water,...) Improve on Roads",,,,,,,0,
INDIAN,INDIA,45-64,YES,,0,0,0,0,0,0,1,Meetings and Conference,,Wildlife tourism0,,Others (please specify),,CONFERENCE,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,3,0,,USD,200,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Cash,,,No,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
JAPANESE,JAPAN,25-44,NO,With Spouse,0,0,1,0,0,1,1,Leisure and Holidays,,Beach tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,,"1,000,000",Yes,0,5,2,JYP,USD,"1,000",,0,0,500,0,0,0,0,0,,0,0,0,0,0,0,0,500,0,,Yes,Cash,,,Yes,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature", Improve on RoadsOthers (please specify), Improve on RoadsWider AcceptabSlow/poor customer services,,,,,,0,
AMERICAN,UNITED STATES OF AMERICA,45-64,YES,Alone,0,0,0,0,0,1,0,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,,"3,000",,19,19,0,USD,USD,200,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,200,0,,No,Cash,,,Yes,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
JAPANESE,JAPAN,65+,YES,Alone,0,0,0,0,0,0,1,Business,,Mountain climbing,,"Newspaper, magazines,brochures",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,0,6,,USD,700,,600,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Credit Card,,,No, Wildlife,,, Wildlife, Improve on Roads, Improve on Security/Safety,,,,,,0,
CANADIAN,CANADA,1Others (please specify)-24,YES,,0,0,0,0,0,0,1,Visiting Friends and Relatives,,Beach tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,49,0,,USD,200,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,200,0,,Yes,Cash,,,No,Good serviceGood service,,,Good serviceGood service," Improve Facilities (Toilets, Water,...)",,,,,,,0,
BRITISH,UNITED KINGDOM,45-64,NO,With Spouse,0,1,0,0,0,1,1,Business,,Wildlife tourism0,,"Radio, TV, Web (please specify)",,WEB,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,6,0,,EUR,600,,0,0,500,100,0,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Cash,,,Yes,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature", Improve on Roads,,,,,,,0,
KENYAN,KENYA,25-44,YES,Alone,0,0,0,0,0,0,1,Business,,Mountain climbing,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,1,0,,USD,100,,100,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,No,Credit Card,,,No,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)"," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,,,,,0,
DUTCH,NETHERLANDS,25-44,NO,With Spouse,0,0,1,0,0,1,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,,"9,000",Yes,14,9,5,EUR,EUR,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,Cash,,,Yes,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
SWISS,SWIZERLAND,25-44,NO,With Spouse,0,0,1,0,0,1,1,Leisure and Holidays,,Beach tourism,,"Travel, agent, tour operator",,,Package Tour,Yes,Yes,Yes,Yes,No,No,No,,"10,000",Yes,0,17,0,USD,TZS,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,No,Cash,,,Yes,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
SOUTH AFRICAN,SOUTH AFRICA,45-64,NO,With Other Friends/Relatives,0,0,0,1,0,0,2,Meetings and Conference,,Mountain climbing,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,6,0,,USD,2Others (please specify)00,,1Others (please specify)00,0,Others (please specify)00,0,200,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Credit Card,,,Yes,Others (please specify),,,Others (please specify), Improve on Roads,,,,,,,0,
KENYAN,UGANDA,25-44,YES,,0,0,0,0,0,0,1,Meetings and Conference,,Cultural tourism,,"Travel, agent, tour operator",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,4,0,,USD,"1,040",,Others (please specify)40,200,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,No,Cash,,,Yes,Friendly People,"Wonderful Country, Landscape, Nature",, Wildlife," Improve Facilities (Toilets, Water,...) Improve on Roads"," Improve Facilities (Toilets, Water,...)Wider AcceptabSlow/poor customer services",,,,,,0,
SOUTH AFRICAN,SOUTH AFRICA,25-44,YES,,0,0,0,0,0,0,1,Meetings and Conference,,Mountain climbing,,"Newspaper, magazines,brochures",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,2,0,,USD,"2,000",,"2,000",0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,No,Cash,,,Yes,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,,,,,,0,
BRITISH,UNITED KINGDOM,45-64,NO,With Children,1,0,0,0,0,1,1,Visiting Friends and Relatives,,Cultural tourism,,Others (please specify),,INTERNET,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,3,0,,USD,500,,500,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,No,Cash,,,Yes,Friendly People,"Wonderful Country, Landscape, Nature",, Wildlife," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
EMIRATI,UAE,45-64,YES,Alone,0,0,0,0,0,1,0,Visiting Friends and Relatives,,Hunting tourism,VISITING FAMILY,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,20,0,,USD,"2,000",,0,0,"2,000",0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,No,Cash,,,No,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
CZECH,CZECH REPUBLIC,25-44,NO,With Other Friends/Relatives,0,0,3,0,0,2,2,Leisure and Holidays,,Cultural tourism,,"Newspaper, magazines,brochures",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,Others (please specify),4,,USD,"1,675",,0,200,3Others (please specify)0,200,0,0,0,0,,5,50,760,0,0,0,50,60,0,,No,Cash,,,Yes, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
SWISS,SWIZERLAND,1Others (please specify)-24,NO,With Other Friends/Relatives,0,1,0,0,0,0,2,Leisure and Holidays,,Hunting tourism,KITESURF,Others (please specify),INTERNET,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,0,12,,USD,"1,000",,0,500,300,0,0,100,0,0,,0,0,0,0,0,0,100,0,0,,Yes,Cash,,,Yes,"Wonderful Country, Landscape, Nature",Others (please specify),,"Wonderful Country, Landscape, Nature",Too many tips demanded/ Corruption,,,,,,,0,
CHINESE,CHINA,25-44,NO,With Other Friends/Relatives,0,0,1,0,0,2,0,Leisure and Holidays,,Beach tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,4,3,,USD,"1,600",,Others (please specify)00,0,400,300,0,0,0,0,,0,0,0,0,0,0,100,0,0,,Yes,Cash,,,Yes,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
SOUTH AFRICAN,SOUTH AFRICA,25-44,YES,Alone,0,0,0,0,0,0,1,Business,,Wildlife tourism0,,"Newspaper, magazines,brochures",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,1,0,,USD,260,,130,0,130,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Cash,,,No,Friendly People,,,Friendly People, Improve on Roads,,,,,,,0,
ZAMBIAN,SOUTH AFRICA,25-44,YES,Alone,0,0,0,0,0,0,1,Business,,Wildlife tourism0,,"Newspaper, magazines,brochures",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,3,0,,USD,"1,000",,600,300,0,100,0,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Credit Card,,,No,Friendly People,,,Friendly People, Improve on Roads,,,,,,,0,
NORWEGIAN,NORWAY,25-44,YES,Alone,0,0,0,0,0,1,0,Leisure and Holidays,,Beach tourism,,"Newspaper, magazines,brochures",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,15,3,,TZS,"2,000,000",,"1,000,000",0,"200,000",0,0,0,"116,060",0,,0,0,"200,940",0,0,0,Others (please specify)3000,"200,000","200,000",GIFT AND TIPS,Yes,Cash,,,No,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
PAKISTANIAN,PAKISTAN,25-44,NO,With Spouse and Children,1,0,1,0,0,1,2,Business,,Wildlife tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,65,0,,USD,"30,000",,"15,000",0,"5,000",0,"3,000",0,0,0,,0,0,0,0,0,0,0,0,"7,000",,Yes,Cash,,,Yes, Wildlife,,, Wildlife, Improve on Roads,,,,,,,0,
OMANIS,OMAN,45-64,NO,With Other Friends/Relatives,1,0,0,1,0,3,0,Visiting Friends and Relatives,,Hunting tourism,VISITING RELATIVES,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,2Others (please specify),0,,TZS,Others (please specify)00000,,"400,000",,"200,000","100,000",0,0,0,0,,0,0,0,0,0,0,0,"100,000",0,,No,Cash,,,Yes,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...) Improve on Roads"," Improve Facilities (Toilets, Water,...)",,,,,,0,
NORWEGIAN,NORWAY,1Others (please specify)-24,NO,With Other Friends/Relatives,0,2,1,0,0,2,2,Leisure and Holidays,,Beach tourism,,"Radio, TV, Web (please specify)",,WEB,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,4,4,,NOK,1Others (please specify)000,,4Others (please specify)00,0,"4,000",0,"2,000",0,0,0,,"2,000",0,"2,000",0,0,0,0,"3,200",0,,Yes,Cash,,,Yes,Friendly People, Wildlife,,No comments," Improve Facilities (Toilets, Water,...) Improve Facilities (Toilets, Water,...)",,,,,,,0,
DUTCH,NETHERLANDS,45-64,NO,With Spouse and Children,1,0,0,1,0,2,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,No,Yes,Yes,No,Yes,Yes,No,,"6,000",Yes,0,14,4,EUR,EUR,320,,0,0,0,200,0,120,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Cash,,,Yes, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,,,,,0,
AUSTRALIAN,AUSTRALIA,25-44,YES,,0,0,0,0,0,1,0,Leisure and Holidays,,Wildlife tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,53,2,,USD,"2,500",,100,100,150,0,0,100,0,0,,0,0,"1,000",0,0,50,50,50,0,,Yes,Cash,,,Yes,Friendly People,,,Friendly People,Flycatchers/ vendors are annoying,,,,,,,0,
BRITISH,UNITED KINGDOM,25-44,YES,,0,0,0,0,0,0,1,Meetings and Conference,,Beach tourism,,"Travel, agent, tour operator",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,0,3,,USD,"2,000",,"1,200",0,300,500,0,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Cash,,,Yes,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...)",,,,,,,0,
FRENCH,GERMANY,25-44,YES,Alone,0,0,0,0,0,0,1,Business,,Wildlife tourism0,,"Travel, agent, tour operator",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,1,0,,USD,100,,0,100,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Cash,,,No,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
LEBANESE,LEBANON,25-44,NO,With Other Friends/Relatives,0,0,0,1,0,0,2,Meetings and Conference,,Mountain climbing,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,6,0,,USD,"1,000",,0,0,400,0,0,0,0,0,,0,0,100,0,0,0,100,400,0,,No,Cash,,,Yes,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)",,,,,,,0,
AMERICAN,UNITED STATES OF AMERICA,25-44,YES,Alone,0,0,0,0,0,1,0,Visiting Friends and Relatives,,Wildlife tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,15,0,,TZS,"6,523,000",,"400,000",0,"150,000",0,"50,000",0,0,"100,000",,"75,000",0,"4,973,000","200,000",0,0,"175,000",0,"400,000",,No,Cash,,,No,Good serviceGood service,,,Good serviceGood service," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
KENYAN,KENYA,25-44,NO,With Children,2,0,0,0,0,2,1,Visiting Friends and Relatives,,Beach tourism,,Others (please specify),,USED O BE RESDENT,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,7,0,,USD,"1,700",,"1,500",0,120,0,60,0,0,0,,0,0,0,0,0,0,0,20,0,,Yes,Cash,,,No, Wildlife,,, Wildlife, Improve on Roads,,,,,,,0,
SWISS,SWIZERLAND,1Others (please specify)-24,NO,With Other Friends/Relatives,0,0,1,0,0,1,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,Package Tour,No,Yes,Yes,No,No,Yes,No,,1Others (please specify)00,No,20,10,Others (please specify),CHF,USD,"2,000",,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,Cash,,,Yes, Wildlife,Good serviceGood service,, Wildlife," Improve Facilities (Toilets, Water,...) Improve Facilities (Toilets, Water,...)",,,,,,,0,
SOUTH AFRICAN,SOUTH AFRICA,25-44,YES,Alone,0,0,0,0,0,0,1,Visiting Friends and Relatives,,Hunting tourism,VISITING FAMILY,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,2,0,,TZS,"140,000",,0,"50,000",0,0,"40,000",0,0,0,,0,0,"50,000",0,0,0,0,0,0,,Yes,Cash,,,No,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
AMERICAN,UNITED STATES OF AMERICA,25-44,YES,,0,0,0,0,0,1,0,Meetings and Conference,,Wildlife tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,13,1,,USD,700,,0,100,50,300,0,0,0,0,,0,0,0,0,0,150,0,100,0,,Yes,Cash,,,No,Good service,,,Good service,Wider Acceptability of Credit Cards at Tourism Establishments,Wider AcceptabSlow/poor customer services,,,,,,0,
INDIAN,INDIA,25-44,YES,Alone,0,0,0,0,0,0,1,Meetings and Conference,,Mountain climbing,,"Travel, agent, tour operator",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,1,0,,USD,640,,340,0,0,50,0,0,0,0,,0,0,0,0,0,0,0,250,0,,Yes,Credit Card,,,No,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
AUSTRIAN,AUSTRIA,25-44,NO,With Spouse,0,0,1,0,0,0,2,Leisure and Holidays,,Beach tourism,,"Radio, TV, Web (please specify)",,INTERNET,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,0,11,,USD,"2,000",,600,400,0,600,0,0,0,0,,0,0,300,0,0,0,0,100,0,,No,Cash,,,Yes, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)"," Improve Facilities (Toilets, Water,...)0",,,,,,0,
KENYAN,KENYA,1Others (please specify)-24,YES,,0,0,0,0,0,1,0,Visiting Friends and Relatives,,Hunting tourism,FRIENDS,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,3,0,,TZS,"90,000",,0,0,"50,000",0,0,0,0,0,,0,0,0,0,0,0,0,"40,000",0,,Yes,Cash,,,Yes,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
CHINESE,CHINA,65+,YES,,0,0,0,0,0,1,0,Visiting Friends and Relatives,,Wildlife tourism,,"Friends, relatives",,,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,,"2,000",Yes,20,15,5,USD,USD,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,Cash,,,Yes,Friendly People,,,Friendly People, Improve on Roads,,,,,,,0,
GERMAN,KENYA,45-64,YES,,0,0,0,0,0,0,1,Business,,Wildlife tourism0,,Trade fair,,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,3,0,,USD,200,,200,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,No,Cash,,,No,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
FRENCH,FRANCE,25-44,NO,With Spouse and Children,0,1,1,1,0,2,2,Visiting Friends and Relatives,,Wildlife tourism,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,9,4,,USD,"10,000",,"1,000","3,000","2,000",0,500,500,0,0,,"2,000",300,600,0,0,0,0,100,0,,Yes,Cash,,,Yes,Good service,,,Good service," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,,,,,0,
RWANDESE,RWANDA,25-44,YES,Alone,0,0,0,0,0,0,1,Visiting Friends and Relatives,,Bird watching,,"Friends, relatives",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,10,0,,USD,200,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,Yes,Cash,,,Yes,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,,,,,0,
AMERICAN,UNITED STATES OF AMERICA,25-44,YES,Alone,0,0,0,0,0,0,1,Leisure and Holidays,,Conference tourism,,"Travel, agent, tour operator",,,Package Tour,No,Yes,No,Yes,No,No,No,,"2,900",Yes,17,11,6,USD,USD,600,,150,250,0,0,0,Others (please specify)0,0,0,,0,0,0,0,0,0,0,50,0,,Yes,Cash,,,Yes,Friendly People,,,Friendly People, Improve on Security/Safety," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,,,,,0,
INDIAN,INDIA,25-44,YES,,0,0,0,0,0,1,0,Meetings and Conference,,Mountain climbing,,Others (please specify),,internet,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,4,0,,USD,"1,336",,"1,126",100,0,0,0,0,0,0,,0,0,0,0,0,0,0,100,0,,No,Cash,,,Yes,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...)0"," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,,,,,0,
CANADIAN,CANADA,25-44,NO,With Spouse and Children,1,0,2,0,0,2,2,Visiting Friends and Relatives,,Beach tourism,,"Travel, agent, tour operator",,,Non-Package Tour(Independent),No,No,No,No,No,No,No,,0,,0,0,1,,USD,"1,000",,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,"1,000",0,,Yes,Cash,,,No,Friendly People,,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...) Improve Facilities (Toilets, Water,...)",,,,,,,0,
