nationality,country_description,age_group,if_travel_alone,travelling_with,no_female,no_male,total_travellers,purpose_code,purpose_other,activity_main,activity_others,info_source,info_source_others,info_radio_tv_web,tour_package,pac_transport_int,pac_accomodation,pac_food,pac_transport_tz,pac_sightseeing,pac_guided_tour,pac_insurance,currency1,package_cost,if_group_package,nights_mainland,nights_zanzibar,currency2,spent_amount_tz,acc_hotel,acc_others,food_drink,trans_air,trans_road,trans_water,trans_railway,trans_rental,cost_transport_tz,exp_cult_service,exp_sport,exp_sightseeing,mountain_climbing,hunting,gate_fees,visa_taxes,exp_shopping,exp_other,exp_other_detail,if_group_breakdown,payment_mode,payment_mode_others,if_first_trip_tz,most_impressing_tz1,most_impressing_tz2,most_impressing_tz3,most_impressing_tz4,improvement_areas1,improvement_areas2,improvement_areas3,improvement_areas4
CHINESE,CHINA,18-24,1,,0,1,1,Visiting Friends and Relatives,,Beach tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,24,3,USD,1500,250,200,0,100,70,0,0,0,,0,0,720,0,0,0,50,50,0,,1,Cash,,1,Friendly People,,,Friendly People, Improve on Security/Safety,,,
INDIAN,INDIA,25-44,1,Alone,1,0,1,Visiting Friends and Relatives,,Beach tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,3,0,USD,1261,400,0,270,541,0,0,0,0,,0,0,0,0,0,0,50,0,0,,0,Cash,,0,Good serviceGood service,,,Good serviceGood service," Improve Facilities (Toilets, Water,...) Improve Facilities (Toilets, Water,...)",,,
CANADIAN,UNITED STATES OF AMERICA,45-64,0,With Spouse and Children,1,3,4,Visiting Friends and Relatives,,Beach tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,4,10,USD,1500,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,Cash,,0,No comments,,,No comments, Improve on Roads,,,
MALAWIAN,MALAWI,25-44,1,Alone,1,0,1,Other,TRAINING,Hunting tourism,TRAINING,"Radio, TV, Web (please specify)",,INTERNET,0,0,0,0,0,0,0,0,,0,,14,0,USD,1000,600,0,100,0,100,0,0,0,,0,0,0,0,0,0,0,200,0,,1,Cash,,1,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)",,,
SPANISH,NETHERLANDS,25-44,1,Alone,0,1,1,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,0,1,1,1,1,1,0,USD,2000,1,7,3,USD,400,0,0,200,0,0,0,0,0,,0,100,0,0,0,0,0,100,0,,1,Cash,,1,Friendly People, Wildlife, Wildlife,Satisfies and Hope Come Back. Wildlife Wildlife Wildlife Wildlife Wildlife Wildlife Wildlife Wildlife Wildlife Wildlife Wildlife Wildlife WildlifeSatisfies and Hope Come Back, Improve on Roads,,,
BRITISH,UNITED KINGDOM,18-24,1,Alone,1,0,1,Volunteering,,Cultural tourism,,"Travel, agent, tour operator",,,0,0,0,0,0,0,0,0,,0,,35,0,USD,3150,2400,0,700,0,0,0,0,0,,0,0,0,0,0,0,0,50,0,,0,Cash,,1,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature",Others (please specify),,,
BRITISH,UNITED KINGDOM,18-24,1,Alone,1,0,1,Volunteering,,Wildlife tourism,,"Radio, TV, Web (please specify)",,WEB,0,0,0,0,0,0,0,0,,0,,27,3,USD,2000,400,0,300,0,61,60,0,0,,0,0,450,350,0,0,250,129,0,,0,Cash,,1,Friendly People, Wildlife,,Satisfies and Hope Come Back," Improve Facilities (Toilets, Water,...)0",,,
CROATIA,CROATIA,25-44,1,Alone,0,1,1,Business,,Beach tourism,,"Radio, TV, Web (please specify)",,WEB,0,0,0,0,0,0,0,0,,0,,1,5,USD,800,400,200,0,200,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,1,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
CHINESE,CHINA,18-24,1,Alone,1,0,1,Volunteering,,Wildlife tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,40,3,USD,3570,0,2000,1200,200,0,100,0,0,,0,0,0,0,0,0,70,0,0,,1,Cash,,1, Wildlife,,, Wildlife,Wider Acceptability of Credit Cards at Tourism Establishments,,,
BRITISH,UNITED KINGDOM,25-44,0,With Spouse,1,1,2,Visiting Friends and Relatives,,Beach tourism,,"Friends, relatives",,,1,1,1,1,0,1,0,0,USD,7400,0,5,8,USD,1000,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,Cash,,0,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
BRITISH,UNITED STATES OF AMERICA,18-24,1,Alone,1,0,1,Leisure and Holidays,,Cultural tourism,,"Travel, agent, tour operator",,,1,0,1,1,0,1,1,0,GBP,1200,0,3,0,GBP,100,0,0,30,0,0,0,0,0,,0,0,0,0,0,0,50,20,0,,0,Cash,,1, Wildlife,"Wonderful Country, Landscape, Nature",,2, Improve on Roads,,,
SWEDISH,SWEDEN,25-44,1,Alone,0,1,1,Meetings and Conference,,Wildlife tourism,,"Radio, TV, Web (please specify)",,WEB,0,0,0,0,0,0,0,0,,0,,2,0,USD,400,200,0,100,0,50,0,0,0,,0,0,0,0,0,0,50,0,0,,1,Cash,,0,No comments,,,No comments, Improve on Roads," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,
AMERICAN,UNITED STATES OF AMERICA,45-64,1,Alone,0,1,1,Visiting Friends and Relatives,,Hunting tourism,VISITING FAMILY,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,5,0,USD,950,300,0,200,350,0,0,0,0,,0,0,0,0,0,0,100,0,0,,1,Cash,,0,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,
ITALIAN,ITALY,25-44,0,With Children,1,2,3,Visiting Friends and Relatives,,Hunting tourism,VISITING FRIENDS,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,0,15,USD,1000,0,0,350,0,0,0,0,300,,100,0,150,0,0,0,0,100,0,,1,Cash,,0,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature",Wider AcceptabSlow/poor customer services,,,
INDIAN,INDIA,25-44,1,,0,1,1,Meetings and Conference,,Mountain climbing,,Others (please specify),COMPANY,,0,0,0,0,0,0,0,0,,0,,6,0,USD,2750,2300,0,200,0,0,0,0,0,,0,0,0,0,0,0,250,0,0,,0,Credit Card,,0,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
NEW ZEALANDER,NEW ZEALAND,65+,0,With Other Friends/Relatives,2,0,2,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,0,1,1,1,1,1,0,USD,4000,1,6,2,USD,500,0,0,0,0,0,0,0,100,,0,0,0,0,0,0,100,300,0,,1,Cash,,1, Wildlife,Friendly People,,1, Improve on Roads,,,
BRITISH,UNITED KINGDOM,25-44,1,Alone,0,1,1,Meetings and Conference,,Mountain climbing,,Others (please specify),,PAST EXPERIENCE,0,0,0,0,0,0,0,0,,0,,14,0,USD,600,330,0,50,120,100,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,0,Friendly People,,,Friendly People,Slow airport procedures/ slow processing of VISA at Entry," Improve Facilities (Toilets, Water,...)",,
SOUTH AFRICAN,KENYA,45-64,1,,0,1,1,Business,,Wildlife tourism,,Others (please specify),NONE,,1,1,1,1,1,0,0,0,USD,1200,1,3,0,TZS,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,Credit Card,,0,Good service,,,Good service," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,,
FRENCH,FRANCE,45-64,0,With Other Friends/Relatives,2,1,3,Leisure and Holidays,,Wildlife tourism,,Tanzania Mission Abroad,,,1,1,1,0,1,1,1,0,EUR,7000,,4,4,USD,1200,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,1,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
FRENCH,FRANCE,45-64,0,With Spouse and Children,1,2,3,Leisure and Holidays,,Beach tourism,,"Travel, agent, tour operator",,,0,0,0,0,0,0,0,0,,0,,5,0,USD,9000,5000,1000,0,2000,0,0,0,0,,0,0,0,1000,0,0,0,0,0,,1,Cash,,1, Wildlife,,, Wildlife, Improve on Roads,,,
FRENCH,FRANCE,45-64,0,With Spouse and Children,3,1,4,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,0,1,1,1,0,0,0,EUR,13600,1,12,0,USD,1000,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1000,0,,1,Cash,,1,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...)",,,
AUSTRALIAN,AUSTRALIA,25-44,0,With Other Friends/Relatives,2,0,2,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,0,1,1,1,1,1,0,AUD,3300,0,7,0,AUD,800,200,0,300,0,0,0,0,0,,0,0,0,0,0,0,0,300,0,,0,Cash,,1, Wildlife, Wildlife,,Satisfies and Hope Come Back," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,,
FRENCH,FRANCE,45-64,0,With Children,1,1,2,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,0,1,0,1,1,1,0,USD,6500,1,5,3,USD,3160,0,1000,700,600,100,60,0,0,,0,0,0,0,0,100,300,300,0,,0,Cash,,0,Friendly People,"Wonderful Country, Landscape, Nature", Wildlife, Wildlife, Improve on RoadsWider Acceptability of Credit Cards at Tourism Establishments,,,
CHINESE,CHINA,18-24,1,Alone,1,0,1,Leisure and Holidays,,Beach tourism,,"Travel, agent, tour operator",,,0,0,0,0,0,0,0,0,,0,,30,0,USD,2000,0,1000,600,0,0,0,0,400,,0,0,0,0,0,0,0,0,0,,0,Cash,,1, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,,
CANADIAN,CANADA,45-64,0,With Children,3,1,4,Visiting Friends and Relatives,,Beach tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,21,0,TZS,3000000,3000000,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,0,No comments,,,No comments, Improve on Roads,,,
AMERICAN,UNITED STATES OF AMERICA,45-64,1,,0,1,1,Business,,Mountain climbing,,Others (please specify),WORK,,0,0,0,0,0,0,0,0,,0,,8,0,USD,2500,1600,0,500,400,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,1,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
AUSTRALIAN,AUSTRALIA,65+,0,With Spouse,1,1,2,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,1,1,1,1,0,1,1,AUD,15000,1,7,3,AUD,2000,0,0,1000,0,0,0,0,0,,0,0,0,0,0,0,0,500,500,TIPS,1,Credit Card,,1,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
BELGIAN,BELGIUM,45-64,0,With Spouse,1,1,2,Leisure and Holidays,,Wildlife tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,5,0,TZS,1400000,0,300000,100000,0,0,0,0,0,,0,0,900000,0,0,0,100000,0,0,,1,Credit Card,,1,Friendly People,"Wonderful Country, Landscape, Nature",, Wildlife," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
CANADIAN,CANADA,25-44,1,Alone,0,1,1,Visiting Friends and Relatives,,Beach tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,13,0,CAD,500,0,0,300,0,0,0,0,0,,0,0,0,0,0,0,50,150,0,,1,Cash,,0,Friendly People,,,Friendly People, Improve on Roads," Improve Facilities (Toilets, Water,...)",,
ISRAELIS,ISRAEL,25-44,0,With Spouse and Children,2,3,5,Leisure and Holidays,,Wildlife tourism,,"Friends, relatives",,,1,0,1,1,0,0,0,0,USD,10000,1,8,5,USD,100,0,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,1,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
BELGIAN,BELGIUM,18-24,0,With Other Friends/Relatives,3,1,4,Leisure and Holidays,,Beach tourism,,"Radio, TV, Web (please specify)",,INTERNET,1,0,1,1,0,0,0,0,EUR,6000,1,13,10,EUR,500,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,500,0,,1,Cash,,1,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
JAPANESE,JAPAN,25-44,1,Alone,1,0,1,Leisure and Holidays,,Wildlife tourism,,"Friends, relatives",,,1,1,1,1,1,0,0,0,USD,3000,1,13,0,USD,100,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,1, Wildlife,,, Wildlife, Improve on Roads,,,
AMERICAN,UNITED STATES OF AMERICA,25-44,1,Alone,0,1,1,Business,,Wildlife tourism,,Trade fair,,,0,0,0,0,0,0,0,0,,0,,2,0,USD,600,500,0,100,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Credit Card,,1,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
AMERICAN,UNITED STATES OF AMERICA,25-44,1,Alone,0,1,1,Leisure and Holidays,,Wildlife tourism,,Others (please specify),BOOKS/INTERNET,,0,0,0,0,0,0,0,0,,0,,7,21,USD,2800,800,0,0,0,0,0,0,0,,0,0,2000,0,0,0,0,0,0,,,Cash,,1,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
NORWEGIAN,NORWAY,25-44,1,Alone,0,1,1,Leisure and Holidays,,Cultural tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,7,0,USD,1000,460,0,300,0,200,0,0,0,,0,0,40,0,0,0,0,0,0,,1,Credit Card,,0,"Wonderful Country, Landscape, Nature",,,"Wonderful Country, Landscape, Nature"," Improve Facilities (Toilets, Water,...) Improve Facilities (Toilets, Water,...)",,,
GERMAN,GERMANY,25-44,0,With Spouse,1,1,2,Leisure and Holidays,,Wildlife tourism,,Others (please specify),MISSIONARY FRIENDS,TV,0,0,0,0,0,0,0,0,,0,,5,5,EUR,2410,1000,0,500,500,200,160,0,0,,0,0,0,0,0,0,50,0,0,,1,Cash,,1,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
KENYAN,UAE,25-44,1,Alone,1,0,1,Visiting Friends and Relatives,HUSBAND,Beach tourism,,Others (please specify),,HUSBAND,0,0,0,0,0,0,0,0,,0,,8,0,USD,700,0,0,300,0,0,0,0,0,,0,0,0,0,0,0,0,400,0,,1,Cash,,0, Wildlife,,, Wildlife,Wider AcceptabSlow/poor customer services,,,
DUTCH,NETHERLANDS,18-24,1,Alone,1,0,1,Volunteering,,Wildlife tourism,,"Travel, agent, tour operator",,,1,0,1,1,0,0,0,0,EUR,4000,,50,5,EUR,2675,150,0,300,0,100,0,0,0,,0,475,0,0,0,0,0,150,500,,1,Cash,,1,Friendly People,"Wonderful Country, Landscape, Nature",, Wildlife," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
DUTCH,NETHERLANDS,45-64,0,With Spouse and Children,4,1,5,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,1,1,1,1,1,0,0,EUR,15000,1,10,5,EUR,1250,0,0,800,0,0,0,0,0,,0,0,0,0,0,0,250,200,0,,1,Cash,,1,Satisfies and Hope Come Back,,,Satisfies and Hope Come Back," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
BRITISH,UNITED KINGDOM,18-24,0,With Other Friends/Relatives,2,0,2,Visiting Friends and Relatives,,Wildlife tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,2,0,USD,2400,1200,0,600,200,100,50,0,0,,50,100,100,0,0,0,0,0,0,,1,Cash,,0,Good service,,,Good service," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,,
DUTCH,NETHERLANDS,25-44,1,Alone,1,0,1,Meetings and Conference,,Mountain climbing,,"Travel, agent, tour operator",,,0,0,0,0,0,0,0,0,,0,,3,0,USD,400,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,400,0,,0,Cash,,1,Excellent Experience,,,Excellent Experience," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,,
BRITISH,UNITED KINGDOM,18-24,1,,1,0,1,Leisure and Holidays,,Wildlife tourism,,"Friends, relatives",,,1,0,1,1,1,0,0,0,GBP,1300,0,14,0,EUR,120,0,0,30,0,30,0,0,0,,40,0,0,0,0,0,57,0,0,,0,Cash,,1,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
AMERICAN,UNITED STATES OF AMERICA,18-24,1,Alone,1,0,1,Volunteering,,Wildlife tourism,,"Radio, TV, Web (please specify)",,WEB,0,0,0,0,0,0,0,0,,0,,14,0,USD,1000,0,0,200,0,0,0,0,0,,0,0,500,0,0,20,0,280,0,,1,Cash,,1,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,
CHINESE,CHINA,45-64,0,With Other Friends/Relatives,0,2,2,Business,,Mountain climbing,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,7,0,USD,1000,500,0,300,0,100,0,0,0,,0,0,0,0,0,0,0,100,0,,0,Cash,,0,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
GERMAN,GERMANY,45-64,0,With Spouse and Children,3,2,5,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,1,1,1,1,1,1,1,EUR,15000,,12,6,TZS,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,1,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
SWISS,SWIZERLAND,25-44,0,With Other Friends/Relatives,1,1,2,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,1,1,1,1,1,1,0,CHF,20000,1,11,1,USD,200,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,100,100,0,,1,Credit Card,,1, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying",,,
SWISS,SWIZERLAND,18-24,1,Alone,1,0,1,Volunteering,,Cultural tourism,,"Newspaper, magazines,brochures",,,0,0,0,0,0,0,0,0,,0,,28,2,USD,1000,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,Cash,,1,Friendly People,Others (please specify),,Friendly People," Improve Facilities (Toilets, Water,...)",,,
GERMAN,GERMANY,45-64,0,With Other Friends/Relatives,4,8,12,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,1,1,1,1,1,1,1,EUR,5000,0,23,0,EUR,600,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,600,0,,1,Cash,,0, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
DUTCH,NETHERLANDS,25-44,0,With Spouse,1,1,2,Leisure and Holidays,,Wildlife tourism,,"Friends, relatives",,,1,0,1,0,1,1,1,0,EUR,5000,1,10,5,USD,600,0,0,550,0,0,0,0,0,,0,0,0,0,0,0,50,0,0,,1,Cash,,1, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)Wider Acceptability of Credit Cards at Tourism Establishments",,,
BRITISH,UNITED KINGDOM,18-24,0,With Other Friends/Relatives,2,0,2,Scientific and Academic,,Wildlife tourism,,Others (please specify),,INTERNET,1,0,1,1,1,1,0,1,GBP,3600,1,14,0,TZS,1129000,0,0,60000,0,100000,0,0,0,,20000,40000,0,20000,0,60000,829000,0,0,,1,Cash,,1,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)0",,,
AMERICAN,UNITED STATES OF AMERICA,45-64,0,With Spouse and Children,2,1,3,Visiting Friends and Relatives,,Wildlife tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,10,0,USD,5000,900,1000,800,0,0,0,0,0,,0,0,0,0,0,0,300,2000,0,,1,Cash,,1,Good serviceGood service,Friendly People,,Good serviceGood service," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
DUTCH,NETHERLANDS,25-44,0,With Other Friends/Relatives,2,0,2,Business,,Wildlife tourism,,Others (please specify),,HOTEL PERSONNEL,1,0,1,1,1,0,0,0,TZS,2000000,1,5,0,TZS,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Credit Card,,1,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Flycatchers/ vendors are annoying"," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,
INDIAN,INDIA,25-44,1,Alone,0,1,1,Business,,Wildlife tourism,,Others (please specify),OFFICIAL,,0,0,0,0,0,0,0,0,,0,,80,0,USD,12000,9000,0,0,1000,500,0,0,0,,0,150,0,350,0,0,0,1000,0,,1,Cash,,1,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
DUTCH,NETHERLANDS,45-64,0,With Spouse and Children,3,1,4,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,1,1,1,1,1,1,1,EUR,20000,,28,10,TZS,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,Cash,,0,Friendly People, Wildlife,,Satisfies and Hope Come Back," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,,
BULGARIAN,BURGARIA,25-44,1,Alone,0,1,1,Leisure and Holidays,,Beach tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,3,2,USD,533,350,0,61,0,61,0,0,61,,0,0,0,0,0,0,0,0,0,,1,Cash,,0,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
BRITISH,UNITED KINGDOM,18-24,1,Alone,0,1,1,Leisure and Holidays,,Cultural tourism,,Others (please specify),,TABORA LEAGUE FOR CHARITY,0,0,0,0,0,0,0,0,,0,,7,0,USD,700,200,0,300,140,0,0,0,0,,0,0,0,0,0,0,60,0,0,,0,Cash,,0,Friendly People,,,Friendly People,Too many tips demanded/ Corruption,,,
DUTCH,NETHERLANDS,65+,0,With Other Friends/Relatives,1,1,2,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,1,1,1,0,0,0,0,EUR,1000,1,20,6,EUR,1000,400,0,200,50,0,0,0,0,,50,100,0,0,0,0,0,200,0,,1,Cash,,1, Wildlife,,, Wildlife," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
AUSTRIAN,AUSTRALIA,25-44,1,Alone,1,0,1,Leisure and Holidays,,Wildlife tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,13,2,EUR,1000,0,200,100,0,0,100,0,0,,0,0,600,0,0,0,0,0,0,,1,Cash,,1,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
JAPANESE,JAPAN,45-64,1,,0,1,1,Meetings and Conference,,Wildlife tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,2,0,USD,700,500,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,200,0,,1,Cash,,1,Excellent Experience,,,Excellent Experience," Improve Facilities (Toilets, Water,...) Improve on Security/Safety",,,
CANADIAN,CANADA,45-64,1,,1,0,1,Visiting Friends and Relatives,,Beach tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,7,0,CAD,500,300,0,0,150,0,0,0,0,,0,0,0,0,0,0,50,0,0,,1,Cash,,0,Friendly People,,,Friendly People,Too many tips demanded/ Corruption,,,
PAKISTANIAN,PAKISTAN,25-44,1,Alone,0,1,1,Visiting Friends and Relatives,,Hunting tourism,VISITING FAMILY,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,2,0,USD,100,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,50,50,0,,1,Cash,,1,Friendly People,,,Friendly People," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
GREEK,GREECE,25-44,1,,0,1,1,Leisure and Holidays,,Cultural tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,17,0,EUR,1500,850,0,425,0,225,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Cash,,1,Good serviceGood service,,,Good serviceGood service," Improve Facilities (Toilets, Water,...)0"," Improve Facilities (Toilets, Water,...) Improve Facilities (Toilets, Water,...)",,
DUTCH,NETHERLANDS,45-64,0,With Spouse and Children,2,2,4,Leisure and Holidays,,Wildlife tourism,,"Travel, agent, tour operator",,,1,1,1,0,1,1,1,1,USD,16000,1,10,4,USD,800,0,0,500,0,0,0,0,0,,0,0,0,0,0,0,0,300,0,,1,Cash,,0,Friendly People, Wildlife,,Satisfies and Hope Come Back," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
INDIAN,INDIA,25-44,0,With Other Friends/Relatives,0,2,2,Leisure and Holidays,,Beach tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,0,2,USD,1500,1000,0,0,0,0,0,164,0,,0,0,0,0,0,0,0,0,36,,1,Credit Card,,1,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
SPANISH,SPAIN,45-64,0,With Other Friends/Relatives,3,1,4,Leisure and Holidays,,Conference tourism,,"Travel, agent, tour operator",,,0,0,0,0,0,0,0,0,,0,,9,4,EUR,2660,850,0,450,400,160,0,0,0,,0,0,1000,2800,0,0,0,0,0,,1,Cash,,1,Others (please specify),,,Others (please specify)," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
AMERICAN,UNITED STATES OF AMERICA,25-44,0,With Spouse,0,0,0,Leisure and Holidays,,Wildlife tourism,,"Radio, TV, Web (please specify)",,INTERNET,1,0,1,1,1,0,1,0,USD,8000,1,5,4,USD,1000,0,0,1000,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,1,Credit Card,,0,Excellent Experience,,,Excellent Experience," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
AMERICAN,UNITED STATES OF AMERICA,25-44,1,,0,1,1,Visiting Friends and Relatives,,Wildlife tourism,,"Friends, relatives",,,0,0,0,0,0,0,0,0,,0,,90,0,USD,2500,1400,0,800,0,200,0,0,0,,0,0,0,0,0,0,0,100,0,,1,Cash,,0,No comments,,,No comments," Improve Facilities (Toilets, Water,...)Slow airport procedures/ slow processing of VISA at Entry",,,
